feature_set,window_size,n_components,clipping_threshold,kernel,C,epsilon,gamma,degree,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,15,20,125,poly,0.1,0.1,0.01,2,161.29551510923676,0.6273133621525149,27.11455621092909,34.44501278619071
A,15,20,125,poly,0.1,0.1,0.01,3,112.16591498067751,0.8284647505979905,23.651912466605783,31.147391803912136
A,15,20,125,poly,1.0,0.01,scale,2,126.578318184829,0.6819092365506858,22.397941016540084,29.1052624490203
A,15,20,125,poly,1.0,0.01,scale,3,19.85044187103111,0.8537718173968318,16.38538981706616,20.95091168282855
A,15,20,125,poly,1.0,0.01,0.01,2,107.72657783664631,0.6621921705874151,23.56825646057859,30.65286164382829
A,15,20,125,poly,1.0,0.01,0.01,3,46.37371667446796,0.8405118221881571,20.523076413637213,26.459390709738056
A,15,20,125,poly,1.0,0.1,scale,2,126.49087552968535,0.6819061265027018,22.39872262879873,29.10525463371183
A,15,20,125,poly,1.0,0.1,scale,3,20.72463726221103,0.8537674351561627,16.38501156874908,20.95051244264753
A,15,20,125,poly,1.0,0.1,0.01,2,107.67790030830145,0.6622520764472568,23.565516156846822,30.64792159991428
A,15,20,125,poly,1.0,0.1,0.01,3,46.36051985788076,0.8405203050279333,20.521631501298387,26.457493680862967
A,15,20,125,poly,10.0,0.01,scale,2,114.98505501120204,0.6872525159331736,22.232047693355703,28.80984714031081
A,15,20,125,poly,10.0,0.01,scale,3,13.48994235179264,0.8510093815914745,15.088597898667835,19.61654639861557
A,15,20,125,poly,10.0,0.01,0.01,2,125.73608501097536,0.6845088627926181,22.27913311863204,28.943788640069943
A,15,20,125,poly,10.0,0.01,0.01,3,32.26655259603813,0.852589819890443,16.940522265584857,21.647075678651063
A,15,20,125,poly,10.0,0.1,scale,2,115.09246610867108,0.6872430898985998,22.22949918700001,28.81203298413781
A,15,20,125,poly,10.0,0.1,scale,3,13.486457491583522,0.8510108520301746,15.08990641825911,19.61704530968433
A,15,20,125,poly,10.0,0.1,0.01,2,125.6887784538182,0.6844038593638652,22.280349129142277,28.94140889012356
A,15,20,125,poly,10.0,0.1,0.01,3,32.45920817978942,0.8526039391855736,16.940672055290182,21.645454346780618
A,15,20,130,rbf,0.1,0.01,scale,2,11.60412114184895,0.8391048252197282,13.684724190428602,18.80658506989369
A,15,20,130,rbf,0.1,0.01,scale,3,11.60412114184895,0.8391048252197282,13.684724190428602,18.80658506989369
A,15,20,130,rbf,0.1,0.01,0.01,2,9.123497250967713,0.8511772934444123,12.465531495881004,17.50639952511023
A,15,20,130,rbf,0.1,0.01,0.01,3,9.123497250967713,0.8511772934444123,12.465531495881004,17.50639952511023
A,15,20,130,rbf,0.1,0.1,scale,2,11.598715063688486,0.8391384268489899,13.683383809734556,18.805496640706465
A,15,20,130,rbf,0.1,0.1,scale,3,11.598715063688486,0.8391384268489899,13.683383809734556,18.805496640706465
A,15,20,130,rbf,0.1,0.1,0.01,2,9.11783557579842,0.8511805523296003,12.464895424228184,17.5050411838536
A,15,20,130,rbf,0.1,0.1,0.01,3,9.11783557579842,0.8511805523296003,12.464895424228184,17.5050411838536
A,15,20,130,rbf,1.0,0.01,scale,2,8.618525702247343,0.8563694223319761,10.962137128225873,16.288930281146612
A,15,20,130,rbf,1.0,0.01,scale,3,8.618525702247343,0.8563694223319761,10.962137128225873,16.288930281146612
A,15,20,130,rbf,1.0,0.01,0.01,2,8.360541951341467,0.8619006730737079,10.851434148008678,16.26294778439984
A,15,20,130,rbf,1.0,0.01,0.01,3,8.360541951341467,0.8619006730737079,10.851434148008678,16.26294778439984
A,15,20,130,rbf,1.0,0.1,scale,2,8.61992989577929,0.856378997549664,10.96203341509054,16.288319835935454
A,15,20,130,rbf,1.0,0.1,scale,3,8.61992989577929,0.856378997549664,10.96203341509054,16.288319835935454
A,15,20,130,rbf,1.0,0.1,0.01,2,8.359371979272622,0.8619041175829694,10.850749033508103,16.26176388299882
A,15,20,130,rbf,1.0,0.1,0.01,3,8.359371979272622,0.8619041175829694,10.850749033508103,16.26176388299882
A,15,20,130,rbf,10.0,0.01,scale,2,9.58554174320569,0.8599077938360778,10.399146610281576,16.24472110835473
A,15,20,130,rbf,10.0,0.01,scale,3,9.58554174320569,0.8599077938360778,10.399146610281576,16.24472110835473
A,15,20,130,rbf,10.0,0.01,0.01,2,8.664254834782303,0.8636577396763194,10.43421198573954,16.07453471965628
A,15,20,130,rbf,10.0,0.01,0.01,3,8.664254834782303,0.8636577396763194,10.43421198573954,16.07453471965628
A,15,20,130,rbf,10.0,0.1,scale,2,9.580038447198934,0.8598806642619066,10.399715461736198,16.24378275908279
A,15,20,130,rbf,10.0,0.1,scale,3,9.580038447198934,0.8598806642619066,10.399715461736198,16.24378275908279
A,15,20,130,rbf,10.0,0.1,0.01,2,8.662103009082333,0.8636678952927725,10.434624603572692,16.07474259523828
A,15,20,130,rbf,10.0,0.1,0.01,3,8.662103009082333,0.8636678952927725,10.434624603572692,16.07474259523828
A,15,20,130,linear,0.1,0.01,scale,2,7.041840410944883,0.8564793459063809,13.35589430564068,17.857216551241407
A,15,20,130,linear,0.1,0.01,scale,3,7.041840410944883,0.8564793459063809,13.35589430564068,17.857216551241407
A,15,20,130,linear,0.1,0.01,0.01,2,7.041840410944883,0.8564793459063809,13.35589430564068,17.857216551241407
A,15,20,130,linear,0.1,0.01,0.01,3,7.041840410944883,0.8564793459063809,13.35589430564068,17.857216551241407
A,15,20,130,linear,0.1,0.1,scale,2,7.04595525940285,0.8565058560241775,13.353324327388766,17.855863828295256
A,15,20,130,linear,0.1,0.1,scale,3,7.04595525940285,0.8565058560241775,13.353324327388766,17.855863828295256
A,15,20,130,linear,0.1,0.1,0.01,2,7.04595525940285,0.8565058560241775,13.353324327388766,17.855863828295256
A,15,20,130,linear,0.1,0.1,0.01,3,7.04595525940285,0.8565058560241775,13.353324327388766,17.855863828295256
A,15,20,130,linear,1.0,0.01,scale,2,7.059247671707908,0.8564598946493025,13.349809201918893,17.858582647239512
A,15,20,130,linear,1.0,0.01,scale,3,7.059247671707908,0.8564598946493025,13.349809201918893,17.858582647239512
A,15,20,130,linear,1.0,0.01,0.01,2,7.059247671707908,0.8564598946493025,13.349809201918893,17.858582647239512
A,15,20,130,linear,1.0,0.01,0.01,3,7.059247671707908,0.8564598946493025,13.349809201918893,17.858582647239512
A,15,20,130,linear,1.0,0.1,scale,2,7.058306354758194,0.8564903918832464,13.347531742842603,17.855901183420567
A,15,20,130,linear,1.0,0.1,scale,3,7.058306354758194,0.8564903918832464,13.347531742842603,17.855901183420567
A,15,20,130,linear,1.0,0.1,0.01,2,7.058306354758194,0.8564903918832464,13.347531742842603,17.855901183420567
A,15,20,130,linear,1.0,0.1,0.01,3,7.058306354758194,0.8564903918832464,13.347531742842603,17.855901183420567
A,15,20,130,linear,10.0,0.01,scale,2,7.061061355831347,0.8564550559771085,13.349725394861837,17.859515887138677
A,15,20,130,linear,10.0,0.01,scale,3,7.061061355831347,0.8564550559771085,13.349725394861837,17.859515887138677
A,15,20,130,linear,10.0,0.01,0.01,2,7.061061355831347,0.8564550559771085,13.349725394861837,17.859515887138677
A,15,20,130,linear,10.0,0.01,0.01,3,7.061061355831347,0.8564550559771085,13.349725394861837,17.859515887138677
A,15,20,130,linear,10.0,0.1,scale,2,7.058546661288633,0.8564784841589415,13.346549173126482,17.855685225252085
A,15,20,130,linear,10.0,0.1,scale,3,7.058546661288633,0.8564784841589415,13.346549173126482,17.855685225252085
A,15,20,130,linear,10.0,0.1,0.01,2,7.058546661288633,0.8564784841589415,13.346549173126482,17.855685225252085
A,15,20,130,linear,10.0,0.1,0.01,3,7.058546661288633,0.8564784841589415,13.346549173126482,17.855685225252085
A,15,20,130,poly,0.1,0.01,scale,2,101.15504622830284,0.6541362627295925,24.12149434705629,31.17017671902402
A,15,20,130,poly,0.1,0.01,scale,3,46.2315596115713,0.841292127931084,19.695667454840056,25.974975275022008
A,15,20,130,poly,0.1,0.01,0.01,2,161.6169535684361,0.6273101499890147,27.114685030694226,34.45239937570535
A,15,20,130,poly,0.1,0.01,0.01,3,128.76476177446483,0.8281406074352269,23.485507595954395,31.659087910873865
A,15,20,130,poly,0.1,0.1,scale,2,101.05923390703026,0.6541171661652269,24.12241211577992,31.166417926577957
A,15,20,130,poly,0.1,0.1,scale,3,46.2179020543294,0.8413001572157398,19.695527493726107,25.971908894057187
A,15,20,130,poly,0.1,0.1,0.01,2,161.29551510924497,0.6273133621525149,27.114556210929084,34.445012786190894
A,15,20,130,poly,0.1,0.1,0.01,3,128.62128534047136,0.8281457712524223,23.48449677446012,31.6537288664158
A,15,20,130,poly,1.0,0.01,scale,2,144.33594442432096,0.6814391131878523,22.306802420108845,29.710258741756185
A,15,20,130,poly,1.0,0.01,scale,3,24.58033250127773,0.852780409217495,15.973705648717416,21.01130647059072
A,15,20,130,poly,1.0,0.01,0.01,2,110.50792053440412,0.6622268428472918,23.559786933894,30.755584462212447
A,15,20,130,poly,1.0,0.01,0.01,3,53.01159223148553,0.8393051168176386,20.25201374893617,26.789397858252077
A,15,20,130,poly,1.0,0.1,scale,2,144.29962030771335,0.6814144270437748,22.30760034956298,29.711029861370317
A,15,20,130,poly,1.0,0.1,scale,3,24.8134924145852,0.8528015322266977,15.973144576500982,21.010370709378694
A,15,20,130,poly,1.0,0.1,0.01,2,110.44367987162882,0.6622177092893172,23.55944699417682,30.75318432787512
A,15,20,130,poly,1.0,0.1,0.01,3,53.02322113914569,0.8393142676280106,20.252768211787224,26.790472036068287
A,15,20,130,poly,10.0,0.01,scale,2,137.58870893508157,0.6862368243335775,22.125499599227584,29.42571794051675
A,15,20,130,poly,10.0,0.01,scale,3,15.595043936039415,0.850582046358413,14.619230349555131,19.551987275987216
A,15,20,130,poly,10.0,0.01,0.01,2,145.74214627648632,0.6829467409131441,22.201286999000427,29.60207288968384
A,15,20,130,poly,10.0,0.01,0.01,3,32.9587182168343,0.8512287487432075,16.551874016116727,21.729811264772945
A,15,20,130,poly,10.0,0.1,scale,2,137.4309026603418,0.686252728560216,22.12589386793325,29.422359899168328
A,15,20,130,poly,10.0,0.1,scale,3,15.59683433936706,0.8505949222285146,14.61915881638786,19.552755259109645
A,15,20,130,poly,10.0,0.1,0.01,2,145.74563974461657,0.6829326093373339,22.200663519849343,29.599370953123174
A,15,20,130,poly,10.0,0.1,0.01,3,33.07806484572984,0.8512157344544541,16.553310245066122,21.730990178723324
A,20,10,115,rbf,0.1,0.01,scale,2,4.535709843829984,0.8716295528075435,10.55587420766901,14.432367218104542
A,20,10,115,rbf,0.1,0.01,scale,3,4.535709843829984,0.8716295528075435,10.55587420766901,14.432367218104542
A,20,10,115,rbf,0.1,0.01,0.01,2,3.822290377304225,0.8804518508871059,10.046308115168005,13.762474185046475
A,20,10,115,rbf,0.1,0.01,0.01,3,3.822290377304225,0.8804518508871059,10.046308115168005,13.762474185046475
A,20,10,115,rbf,0.1,0.1,scale,2,4.533656284128957,0.8716199960229977,10.555983053161196,14.432225104109852
A,20,10,115,rbf,0.1,0.1,scale,3,4.533656284128957,0.8716199960229977,10.555983053161196,14.432225104109852
A,20,10,115,rbf,0.1,0.1,0.01,2,3.823911383246655,0.8804373325174406,10.04700079273419,13.764576667926557
A,20,10,115,rbf,0.1,0.1,0.01,3,3.823911383246655,0.8804373325174406,10.04700079273419,13.764576667926557
A,20,10,115,rbf,1.0,0.01,scale,2,3.307092263152125,0.8915944662981492,8.32759808644634,12.40149200622632
A,20,10,115,rbf,1.0,0.01,scale,3,3.307092263152125,0.8915944662981492,8.32759808644634,12.40149200622632
A,20,10,115,rbf,1.0,0.01,0.01,2,3.2945930450310086,0.8921738200407114,8.713569387565364,12.6583666193665
A,20,10,115,rbf,1.0,0.01,0.01,3,3.2945930450310086,0.8921738200407114,8.713569387565364,12.6583666193665
A,20,10,115,rbf,1.0,0.1,scale,2,3.307899962592778,0.891575467770475,8.328041964227197,12.402294496098031
A,20,10,115,rbf,1.0,0.1,scale,3,3.307899962592778,0.891575467770475,8.328041964227197,12.402294496098031
A,20,10,115,rbf,1.0,0.1,0.01,2,3.2941779008970444,0.892191514309617,8.712684570647678,12.657898550574032
A,20,10,115,rbf,1.0,0.1,0.01,3,3.2941779008970444,0.892191514309617,8.712684570647678,12.657898550574032
A,20,10,115,rbf,10.0,0.01,scale,2,3.4307826253856177,0.8936965199413087,7.844555506463915,12.339889923936218
A,20,10,115,rbf,10.0,0.01,scale,3,3.4307826253856177,0.8936965199413087,7.844555506463915,12.339889923936218
A,20,10,115,rbf,10.0,0.01,0.01,2,3.1676253284331657,0.896381026319759,8.15670885030887,12.29058755366154
A,20,10,115,rbf,10.0,0.01,0.01,3,3.1676253284331657,0.896381026319759,8.15670885030887,12.29058755366154
A,20,10,115,rbf,10.0,0.1,scale,2,3.4298594966141445,0.8937259198923488,7.843033189018473,12.336357577636406
A,20,10,115,rbf,10.0,0.1,scale,3,3.4298594966141445,0.8937259198923488,7.843033189018473,12.336357577636406
A,20,10,115,rbf,10.0,0.1,0.01,2,3.168710126007695,0.8963830956695993,8.157079748051016,12.291405908744071
A,20,10,115,rbf,10.0,0.1,0.01,3,3.168710126007695,0.8963830956695993,8.157079748051016,12.291405908744071
A,20,10,115,linear,0.1,0.01,scale,2,3.7454593155289273,0.8858914007056162,11.9838398344268,15.01423436192128
A,20,10,115,linear,0.1,0.01,scale,3,3.7454593155289273,0.8858914007056162,11.9838398344268,15.01423436192128
A,20,10,115,linear,0.1,0.01,0.01,2,3.7454593155289273,0.8858914007056162,11.9838398344268,15.01423436192128
A,20,10,115,linear,0.1,0.01,0.01,3,3.7454593155289273,0.8858914007056162,11.9838398344268,15.01423436192128
A,20,10,115,linear,0.1,0.1,scale,2,3.7467448304392166,0.8858921698653868,11.984667662330768,15.015856293035291
A,20,10,115,linear,0.1,0.1,scale,3,3.7467448304392166,0.8858921698653868,11.984667662330768,15.015856293035291
A,20,10,115,linear,0.1,0.1,0.01,2,3.7467448304392166,0.8858921698653868,11.984667662330768,15.015856293035291
A,20,10,115,linear,0.1,0.1,0.01,3,3.7467448304392166,0.8858921698653868,11.984667662330768,15.015856293035291
A,20,10,115,linear,1.0,0.01,scale,2,3.748998727101809,0.8858367786342309,11.98364440276385,15.017216834055896
A,20,10,115,linear,1.0,0.01,scale,3,3.748998727101809,0.8858367786342309,11.98364440276385,15.017216834055896
A,20,10,115,linear,1.0,0.01,0.01,2,3.748998727101809,0.8858367786342309,11.98364440276385,15.017216834055896
A,20,10,115,linear,1.0,0.01,0.01,3,3.748998727101809,0.8858367786342309,11.98364440276385,15.017216834055896
A,20,10,115,linear,1.0,0.1,scale,2,3.750921581210146,0.8858409064590316,11.982643986374416,15.016857552773205
A,20,10,115,linear,1.0,0.1,scale,3,3.750921581210146,0.8858409064590316,11.982643986374416,15.016857552773205
A,20,10,115,linear,1.0,0.1,0.01,2,3.750921581210146,0.8858409064590316,11.982643986374416,15.016857552773205
A,20,10,115,linear,1.0,0.1,0.01,3,3.750921581210146,0.8858409064590316,11.982643986374416,15.016857552773205
A,20,10,115,linear,10.0,0.01,scale,2,3.74906890337243,0.8858294621232232,11.98352050838886,15.017333228496955
A,20,10,115,linear,10.0,0.01,scale,3,3.74906890337243,0.8858294621232232,11.98352050838886,15.017333228496955
A,20,10,115,linear,10.0,0.01,0.01,2,3.74906890337243,0.8858294621232232,11.98352050838886,15.017333228496955
A,20,10,115,linear,10.0,0.01,0.01,3,3.74906890337243,0.8858294621232232,11.98352050838886,15.017333228496955
A,20,10,115,linear,10.0,0.1,scale,2,3.750740525280257,0.8858366933815864,11.982124807126793,15.016516139138036
A,20,10,115,linear,10.0,0.1,scale,3,3.750740525280257,0.8858366933815864,11.982124807126793,15.016516139138036
A,20,10,115,linear,10.0,0.1,0.01,2,3.750740525280257,0.8858366933815864,11.982124807126793,15.016516139138036
A,20,10,115,linear,10.0,0.1,0.01,3,3.750740525280257,0.8858366933815864,11.982124807126793,15.016516139138036
A,20,10,115,poly,0.1,0.01,scale,2,84.7125249934095,0.6949573527883682,19.613304209078173,26.713198923077083
A,20,10,115,poly,0.1,0.01,scale,3,78.73100424693514,0.8662641220252816,17.69637948247594,23.54133890362917
A,20,10,115,poly,0.1,0.01,0.01,2,103.29444180753732,0.6588444362081426,22.585274301324308,31.397628195388684
A,20,10,115,poly,0.1,0.01,0.01,3,86.53585440234397,0.8536336793503818,20.40780596068852,28.007756395494116
A,20,10,115,poly,0.1,0.1,scale,2,84.70184090983733,0.6949529721217261,19.613457164548898,26.71406829712107
A,20,10,115,poly,0.1,0.1,scale,3,78.71743127344914,0.8662976782861925,17.697083253307945,23.53906772568944
A,20,10,115,poly,0.1,0.1,0.01,2,103.31391422991231,0.6588341296597718,22.586166161769626,31.399653980113637
A,20,10,115,poly,0.1,0.1,0.01,3,87.57405049003007,0.8536491195005944,20.407840634251976,28.009404754202517
A,20,10,115,poly,1.0,0.01,scale,2,118.95216288279472,0.7286102303688455,18.14845165824477,24.85107844500809
A,20,10,115,poly,1.0,0.01,scale,3,15.436485422407516,0.8729763132159146,15.475187199380946,19.965054487613
A,20,10,115,poly,1.0,0.01,0.01,2,105.11735158992504,0.7007438156978869,19.312458560678067,26.307535141685637
A,20,10,115,poly,1.0,0.01,0.01,3,83.60350375248987,0.8627731152858512,18.282308470905345,24.446688569971933
A,20,10,115,poly,1.0,0.1,scale,2,118.93279374836092,0.7285967244505791,18.146684447752666,24.8493717949552
A,20,10,115,poly,1.0,0.1,scale,3,15.413835905139909,0.8730129854876291,15.47463954516715,19.963453046396456
A,20,10,115,poly,1.0,0.1,0.01,2,105.0807238077372,0.7007580995566769,19.31228547003904,26.303024180453285
A,20,10,115,poly,1.0,0.1,0.01,3,83.61014286555513,0.8628063911390497,18.281974042326063,24.447148674621182
A,20,10,115,poly,10.0,0.01,scale,2,118.44554989677373,0.736033774555053,17.962577122194244,24.732354561265048
A,20,10,115,poly,10.0,0.01,scale,3,13.970089668116236,0.8701726928287019,14.706267294854827,18.75099117129987
A,20,10,115,poly,10.0,0.01,0.01,2,117.56617648815808,0.7306304523440194,18.075128043037747,24.772728787087235
A,20,10,115,poly,10.0,0.01,0.01,3,19.40113171346439,0.8718781085878982,16.01249625767981,20.874058451787644
A,20,10,115,poly,10.0,0.1,scale,2,116.77432409863964,0.736155403296118,17.962618666075088,24.730528720763186
A,20,10,115,poly,10.0,0.1,scale,3,13.9847571556812,0.8702116908405175,14.705111066258992,18.749663543743093
A,20,10,115,poly,10.0,0.1,0.01,2,116.67629027828688,0.730629552791647,18.076045224578092,24.771338093240075
A,20,10,115,poly,10.0,0.1,0.01,3,19.455152194462872,0.8718571741650291,16.01311591957755,20.874105374555235
A,20,10,120,rbf,0.1,0.01,scale,2,5.489049040889809,0.8637645386896458,11.467746209879325,15.491295449843015
A,20,10,120,rbf,0.1,0.01,scale,3,5.489049040889809,0.8637645386896458,11.467746209879325,15.491295449843015
A,20,10,120,rbf,0.1,0.01,0.01,2,4.763213205128645,0.8729473592227119,10.991208367614211,14.88274470675105
A,20,10,120,rbf,0.1,0.01,0.01,3,4.763213205128645,0.8729473592227119,10.991208367614211,14.88274470675105
A,20,10,120,rbf,0.1,0.1,scale,2,5.489642930354313,0.8637763193768734,11.468296488951896,15.491823668504258
A,20,10,120,rbf,0.1,0.1,scale,3,5.489642930354313,0.8637763193768734,11.468296488951896,15.491823668504258
A,20,10,120,rbf,0.1,0.1,0.01,2,4.761473987437321,0.8729578662262482,10.991704432992613,14.882642824284764
A,20,10,120,rbf,0.1,0.1,0.01,3,4.761473987437321,0.8729578662262482,10.991704432992613,14.882642824284764
A,20,10,120,rbf,1.0,0.01,scale,2,4.1546789054187085,0.8835625015630976,9.253069658696916,13.483114949190604
A,20,10,120,rbf,1.0,0.01,scale,3,4.1546789054187085,0.8835625015630976,9.253069658696916,13.483114949190604
A,20,10,120,rbf,1.0,0.01,0.01,2,4.146703754179817,0.8845590163849488,9.62267340037919,13.749121970805382
A,20,10,120,rbf,1.0,0.01,0.01,3,4.146703754179817,0.8845590163849488,9.62267340037919,13.749121970805382
A,20,10,120,rbf,1.0,0.1,scale,2,4.1538561940038745,0.883577826498021,9.252670402241389,13.482474673428069
A,20,10,120,rbf,1.0,0.1,scale,3,4.1538561940038745,0.883577826498021,9.252670402241389,13.482474673428069
A,20,10,120,rbf,1.0,0.1,0.01,2,4.146169297276865,0.8845557145759351,9.62295516219329,13.74889181392643
A,20,10,120,rbf,1.0,0.1,0.01,3,4.146169297276865,0.8845557145759351,9.62295516219329,13.74889181392643
A,20,10,120,rbf,10.0,0.01,scale,2,4.336014561155219,0.8859058692647477,8.74488911615678,13.400960323505554
A,20,10,120,rbf,10.0,0.01,scale,3,4.336014561155219,0.8859058692647477,8.74488911615678,13.400960323505554
A,20,10,120,rbf,10.0,0.01,0.01,2,3.970475998647739,0.8888620103034798,9.032839914651106,13.344612899696106
A,20,10,120,rbf,10.0,0.01,0.01,3,3.970475998647739,0.8888620103034798,9.032839914651106,13.344612899696106
A,20,10,120,rbf,10.0,0.1,scale,2,4.333033814274864,0.8859838010068541,8.745744289013313,13.398372705722007
A,20,10,120,rbf,10.0,0.1,scale,3,4.333033814274864,0.8859838010068541,8.745744289013313,13.398372705722007
A,20,10,120,rbf,10.0,0.1,0.01,2,3.972994684011085,0.8888314529176385,9.031944049723496,13.344789418108991
A,20,10,120,rbf,10.0,0.1,0.01,3,3.972994684011085,0.8888314529176385,9.031944049723496,13.344789418108991
A,20,10,120,linear,0.1,0.01,scale,2,4.428534290266545,0.8777743807343761,12.561037871782794,15.918120002034062
A,20,10,120,linear,0.1,0.01,scale,3,4.428534290266545,0.8777743807343761,12.561037871782794,15.918120002034062
A,20,10,120,linear,0.1,0.01,0.01,2,4.428534290266545,0.8777743807343761,12.561037871782794,15.918120002034062
A,20,10,120,linear,0.1,0.01,0.01,3,4.428534290266545,0.8777743807343761,12.561037871782794,15.918120002034062
A,20,10,120,linear,0.1,0.1,scale,2,4.4294533796947775,0.877756978075354,12.5618972218907,15.919318329122657
A,20,10,120,linear,0.1,0.1,scale,3,4.4294533796947775,0.877756978075354,12.5618972218907,15.919318329122657
A,20,10,120,linear,0.1,0.1,0.01,2,4.4294533796947775,0.877756978075354,12.5618972218907,15.919318329122657
A,20,10,120,linear,0.1,0.1,0.01,3,4.4294533796947775,0.877756978075354,12.5618972218907,15.919318329122657
A,20,10,120,linear,1.0,0.01,scale,2,4.433463215916273,0.8777151404564119,12.556292812511076,15.917944759120706
A,20,10,120,linear,1.0,0.01,scale,3,4.433463215916273,0.8777151404564119,12.556292812511076,15.917944759120706
A,20,10,120,linear,1.0,0.01,0.01,2,4.433463215916273,0.8777151404564119,12.556292812511076,15.917944759120706
A,20,10,120,linear,1.0,0.01,0.01,3,4.433463215916273,0.8777151404564119,12.556292812511076,15.917944759120706
A,20,10,120,linear,1.0,0.1,scale,2,4.4314837510132365,0.8777156226304823,12.555267026055509,15.916565580211374
A,20,10,120,linear,1.0,0.1,scale,3,4.4314837510132365,0.8777156226304823,12.555267026055509,15.916565580211374
A,20,10,120,linear,1.0,0.1,0.01,2,4.4314837510132365,0.8777156226304823,12.555267026055509,15.916565580211374
A,20,10,120,linear,1.0,0.1,0.01,3,4.4314837510132365,0.8777156226304823,12.555267026055509,15.916565580211374
A,20,10,120,linear,10.0,0.01,scale,2,4.433776181668382,0.8777187225900661,12.555399293345731,15.91746616370324
A,20,10,120,linear,10.0,0.01,scale,3,4.433776181668382,0.8777187225900661,12.555399293345731,15.91746616370324
A,20,10,120,linear,10.0,0.01,0.01,2,4.433776181668382,0.8777187225900661,12.555399293345731,15.91746616370324
A,20,10,120,linear,10.0,0.01,0.01,3,4.433776181668382,0.8777187225900661,12.555399293345731,15.91746616370324
A,20,10,120,linear,10.0,0.1,scale,2,4.431044321911828,0.877705178744157,12.554707999681463,15.91629673026872
A,20,10,120,linear,10.0,0.1,scale,3,4.431044321911828,0.877705178744157,12.554707999681463,15.91629673026872
A,20,10,120,linear,10.0,0.1,0.01,2,4.431044321911828,0.877705178744157,12.554707999681463,15.91629673026872
A,20,10,120,linear,10.0,0.1,0.01,3,4.431044321911828,0.877705178744157,12.554707999681463,15.91629673026872
A,20,10,120,poly,0.1,0.01,scale,2,104.7968251389028,0.6849693651583662,21.626724142975853,28.57199740091813
A,20,10,120,poly,0.1,0.01,scale,3,84.25243509003921,0.8566203754643258,19.17919819317537,24.835279662466743
A,20,10,120,poly,0.1,0.01,0.01,2,103.69347651721364,0.650155047248757,24.833934217321893,32.06574636979291
A,20,10,120,poly,0.1,0.01,0.01,3,102.67201301046066,0.8448141689653358,22.135793277598093,29.472946446474506
A,20,10,120,poly,0.1,0.1,scale,2,104.5668005846998,0.6849549597977189,21.626009703085725,28.56592908621575
A,20,10,120,poly,0.1,0.1,scale,3,84.22362438170117,0.8566157921993203,19.17781919036257,24.833854577678625
A,20,10,120,poly,0.1,0.1,0.01,2,103.71757664899653,0.6501432793460477,24.83485552178601,32.067787152036566
A,20,10,120,poly,0.1,0.1,0.01,3,102.4966228508764,0.844820030598501,22.13629145814617,29.47072050857344
A,20,10,120,poly,1.0,0.01,scale,2,154.3329495414017,0.7199411988331532,19.97050730095724,26.68965933289541
A,20,10,120,poly,1.0,0.01,scale,3,18.02105046610766,0.8640068749781852,16.625035180839017,21.121121507318257
A,20,10,120,poly,1.0,0.01,0.01,2,120.37769903757211,0.6903519044344463,21.30866002626757,28.198139959792183
A,20,10,120,poly,1.0,0.01,0.01,3,90.36899603129596,0.8530992698138974,19.798287681689096,25.764438254466278
A,20,10,120,poly,1.0,0.1,scale,2,154.17987999179368,0.7198986181801832,19.969277762355627,26.6921683479261
A,20,10,120,poly,1.0,0.1,scale,3,18.04089964895405,0.8640174092434236,16.62455364037023,21.12102936378013
A,20,10,120,poly,1.0,0.1,0.01,2,120.27607700226264,0.6903253507918733,21.30886231542886,28.191724355316342
A,20,10,120,poly,1.0,0.1,0.01,3,90.39762651301484,0.8530836467693476,19.798741518507995,25.7670330447228
A,20,10,120,poly,10.0,0.01,scale,2,187.6628874903013,0.7266758714140773,19.78231182481588,26.60270208446754
A,20,10,120,poly,10.0,0.01,scale,3,16.281685198454014,0.8618009633342295,15.6107962262738,19.76265094461048
A,20,10,120,poly,10.0,0.01,0.01,2,163.7192149836956,0.7217739747751601,19.902900428044905,26.63998852271002
A,20,10,120,poly,10.0,0.01,0.01,3,22.7555766078328,0.8628162014090262,17.272143042161208,22.109934676262444
A,20,10,120,poly,10.0,0.1,scale,2,188.29688712820135,0.726604877223583,19.78668813552671,26.60656164533341
A,20,10,120,poly,10.0,0.1,scale,3,16.226752730473425,0.8618197810053652,15.60956044587308,19.7604181266808
A,20,10,120,poly,10.0,0.1,0.01,2,163.50224955801286,0.7217950717649135,19.90211693569163,26.635619948839743
A,20,10,120,poly,10.0,0.1,0.01,3,22.836644185096585,0.8628109835839564,17.273769738114957,22.11086827522581
A,20,10,125,rbf,0.1,0.01,scale,2,6.533258099060774,0.8562321696570748,12.177088076409088,16.51109143132196
A,20,10,125,rbf,0.1,0.01,scale,3,6.533258099060774,0.8562321696570748,12.177088076409088,16.51109143132196
A,20,10,125,rbf,0.1,0.01,0.01,2,5.80344212214352,0.8651367637011802,11.770786670490192,15.977128264170371
A,20,10,125,rbf,0.1,0.01,0.01,3,5.80344212214352,0.8651367637011802,11.770786670490192,15.977128264170371
A,20,10,125,rbf,0.1,0.1,scale,2,6.537742445389791,0.8562265607387634,12.178063426840598,16.5121410225862
A,20,10,125,rbf,0.1,0.1,scale,3,6.537742445389791,0.8562265607387634,12.178063426840598,16.5121410225862
