feature_set,window_size,n_components,clipping_threshold,kernel,C,epsilon,gamma,degree,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,30,15,120,rbf,1.0,0.1,0.01,3,2.47393156137895,0.9034354827349984,8.477062088741617,11.884738370678178
A,30,15,120,rbf,10.0,0.01,scale,2,2.293651054768555,0.9052047084669448,7.785887472454682,11.360430028444018
A,30,15,120,rbf,10.0,0.01,scale,3,2.293651054768555,0.9052047084669448,7.785887472454682,11.360430028444018
A,30,15,120,rbf,10.0,0.01,0.01,2,2.284586408676792,0.90697152809833,7.899820438328106,11.408527032193511
A,30,15,120,rbf,10.0,0.01,0.01,3,2.284586408676792,0.90697152809833,7.899820438328106,11.408527032193511
A,30,15,120,rbf,10.0,0.1,scale,2,2.291189402442857,0.9052309193075226,7.784482924807113,11.358887326897811
A,30,15,120,rbf,10.0,0.1,scale,3,2.291189402442857,0.9052309193075226,7.784482924807113,11.358887326897811
A,30,15,120,rbf,10.0,0.1,0.01,2,2.283900792816212,0.906994001017568,7.898282954548978,11.406665250018298
A,30,15,120,rbf,10.0,0.1,0.01,3,2.283900792816212,0.906994001017568,7.898282954548978,11.406665250018298
A,30,15,120,linear,0.1,0.01,scale,2,3.3847128415244425,0.8928858924544013,11.436807554977824,14.410495953999009
A,30,15,120,linear,0.1,0.01,scale,3,3.3847128415244425,0.8928858924544013,11.436807554977824,14.410495953999009
A,30,15,120,linear,0.1,0.01,0.01,2,3.3847128415244425,0.8928858924544013,11.436807554977824,14.410495953999009
A,30,15,120,linear,0.1,0.01,0.01,3,3.3847128415244425,0.8928858924544013,11.436807554977824,14.410495953999009
A,30,15,120,linear,0.1,0.1,scale,2,3.3820380760707587,0.8928934768418904,11.435962230159122,14.408867600964689
A,30,15,120,linear,0.1,0.1,scale,3,3.3820380760707587,0.8928934768418904,11.435962230159122,14.408867600964689
A,30,15,120,linear,0.1,0.1,0.01,2,3.3820380760707587,0.8928934768418904,11.435962230159122,14.408867600964689
A,30,15,120,linear,0.1,0.1,0.01,3,3.3820380760707587,0.8928934768418904,11.435962230159122,14.408867600964689
A,30,15,120,linear,1.0,0.01,scale,2,3.3865852098521168,0.8928060031256168,11.434542848394944,14.41254210603081
A,30,15,120,linear,1.0,0.01,scale,3,3.3865852098521168,0.8928060031256168,11.434542848394944,14.41254210603081
A,30,15,120,linear,1.0,0.01,0.01,2,3.3865852098521168,0.8928060031256168,11.434542848394944,14.41254210603081
A,30,15,120,linear,1.0,0.01,0.01,3,3.3865852098521168,0.8928060031256168,11.434542848394944,14.41254210603081
A,30,15,120,linear,1.0,0.1,scale,2,3.385929591170348,0.892817689295395,11.434812384268374,14.41185594519157
A,30,15,120,linear,1.0,0.1,scale,3,3.385929591170348,0.892817689295395,11.434812384268374,14.41185594519157
A,30,15,120,linear,1.0,0.1,0.01,2,3.385929591170348,0.892817689295395,11.434812384268374,14.41185594519157
A,30,15,120,linear,1.0,0.1,0.01,3,3.385929591170348,0.892817689295395,11.434812384268374,14.41185594519157
A,30,15,120,linear,10.0,0.01,scale,2,3.387358029547775,0.8927959360390691,11.434636131619609,14.41344959030526
A,30,15,120,linear,10.0,0.01,scale,3,3.387358029547775,0.8927959360390691,11.434636131619609,14.41344959030526
A,30,15,120,linear,10.0,0.01,0.01,2,3.387358029547775,0.8927959360390691,11.434636131619609,14.41344959030526
A,30,15,120,linear,10.0,0.01,0.01,3,3.387358029547775,0.8927959360390691,11.434636131619609,14.41344959030526
A,30,15,120,linear,10.0,0.1,scale,2,3.385891712921953,0.8928085718042995,11.434431429995415,14.411820952449132
A,30,15,120,linear,10.0,0.1,scale,3,3.385891712921953,0.8928085718042995,11.434431429995415,14.411820952449132
A,30,15,120,linear,10.0,0.1,0.01,2,3.385891712921953,0.8928085718042995,11.434431429995415,14.411820952449132
A,30,15,120,linear,10.0,0.1,0.01,3,3.385891712921953,0.8928085718042995,11.434431429995415,14.411820952449132
A,30,15,120,poly,0.1,0.01,scale,2,90.43950191059294,0.7052698865941152,22.187931102419306,27.24105627444772
A,30,15,120,poly,0.1,0.01,scale,3,110.41845439193666,0.8613420762091435,19.99990153516865,25.18360002962697
A,30,15,120,poly,0.1,0.01,0.01,2,53.28695269429637,0.6782206284434535,24.580183114353428,29.7022414617277
A,30,15,120,poly,0.1,0.01,0.01,3,96.52314743448764,0.8588077950530906,22.169675934951304,28.448817753243095
A,30,15,120,poly,0.1,0.1,scale,2,90.48140968172385,0.7052749045533592,22.18935781198581,27.246888312965357
A,30,15,120,poly,0.1,0.1,scale,3,110.7179509016988,0.8613408835127829,20.00031626775881,25.185047647548352
A,30,15,120,poly,0.1,0.1,0.01,2,53.22958019744034,0.6782190179509044,24.57901672618765,29.697709185263054
A,30,15,120,poly,0.1,0.1,0.01,3,96.39125146617468,0.8587874671298816,22.17169165340385,28.447933986383923
A,30,15,120,poly,1.0,0.01,scale,2,481.5455074380105,0.7489989537621125,19.533085225292243,25.26775191408541
A,30,15,120,poly,1.0,0.01,scale,3,43.52104759518001,0.8699379663310444,16.451308570823823,20.41620726608408
A,30,15,120,poly,1.0,0.01,0.01,2,166.73946704770194,0.7288211812036958,20.736575505459715,26.121143739859644
A,30,15,120,poly,1.0,0.01,0.01,3,87.88852544561196,0.8630416857002698,19.502413575559423,24.486024115839676
A,30,15,120,poly,1.0,0.1,scale,2,482.32865626302873,0.7490657773859897,19.532298881092437,25.26553622421909
A,30,15,120,poly,1.0,0.1,scale,3,43.85956897153781,0.8699090297314649,16.451199691600177,20.418418279332105
A,30,15,120,poly,1.0,0.1,0.01,2,167.49302533987037,0.728815527839309,20.736826254860546,26.122460514701807
A,30,15,120,poly,1.0,0.1,0.01,3,88.00854997875864,0.8630347314223702,19.50292594712785,24.48403906148712
A,30,15,120,poly,10.0,0.01,scale,2,627.5728695997192,0.7525881728329228,19.275263584302305,25.27505420338988
A,30,15,120,poly,10.0,0.01,scale,3,127.61994220333906,0.869663149772664,14.4724872156754,18.02554617306249
A,30,15,120,poly,10.0,0.01,0.01,2,571.6672228087648,0.7537173338567091,19.22864762441423,25.101413992538305
A,30,15,120,poly,10.0,0.01,0.01,3,48.57640001739936,0.8703268837163212,15.971201005959736,19.771588883590763
A,30,15,120,poly,10.0,0.1,scale,2,627.876173656947,0.7525984044364656,19.276855819018262,25.275910061939435
A,30,15,120,poly,10.0,0.1,scale,3,128.01369499397077,0.8696698902509867,14.471118468457494,18.024832112738714
A,30,15,120,poly,10.0,0.1,0.01,2,571.2368815258116,0.7537462916817568,19.225946013187738,25.098105030647027
A,30,15,120,poly,10.0,0.1,0.01,3,47.88139551324072,0.8703709833901436,15.969311065572771,19.768039105887866
A,30,15,125,rbf,0.1,0.01,scale,2,3.983798323014928,0.8773398292411182,10.893805639788656,14.58283268313816
A,30,15,125,rbf,0.1,0.01,scale,3,3.983798323014928,0.8773398292411182,10.893805639788656,14.58283268313816
A,30,15,125,rbf,0.1,0.01,0.01,2,3.674229116083141,0.8846241037315854,10.610181989748508,14.145052935074007
A,30,15,125,rbf,0.1,0.01,0.01,3,3.674229116083141,0.8846241037315854,10.610181989748508,14.145052935074007
A,30,15,125,rbf,0.1,0.1,scale,2,3.983020781494959,0.8773399832305507,10.893341224777677,14.582217361311171
A,30,15,125,rbf,0.1,0.1,scale,3,3.983020781494959,0.8773399832305507,10.893341224777677,14.582217361311171
A,30,15,125,rbf,0.1,0.1,0.01,2,3.672830228740536,0.8846263314223803,10.61037444403362,14.144588918426308
A,30,15,125,rbf,0.1,0.1,0.01,3,3.672830228740536,0.8846263314223803,10.61037444403362,14.144588918426308
A,30,15,125,rbf,1.0,0.01,scale,2,2.8467242251406626,0.8946267573144029,8.821823658301225,12.636165966865942
A,30,15,125,rbf,1.0,0.01,scale,3,2.8467242251406626,0.8946267573144029,8.821823658301225,12.636165966865942
A,30,15,125,rbf,1.0,0.01,0.01,2,2.9441869962675584,0.8961647633383116,8.99729428229162,12.817494171774124
A,30,15,125,rbf,1.0,0.01,0.01,3,2.9441869962675584,0.8961647633383116,8.99729428229162,12.817494171774124
A,30,15,125,rbf,1.0,0.1,scale,2,2.8459092623123974,0.8946121473406038,8.820208403743276,12.634544576924132
A,30,15,125,rbf,1.0,0.1,scale,3,2.8459092623123974,0.8946121473406038,8.820208403743276,12.634544576924132
A,30,15,125,rbf,1.0,0.1,0.01,2,2.94278597160537,0.8961831536252749,8.997946016356254,12.816274192088684
A,30,15,125,rbf,1.0,0.1,0.01,3,2.94278597160537,0.8961831536252749,8.997946016356254,12.816274192088684
A,30,15,125,rbf,10.0,0.01,scale,2,2.7536373656355644,0.8985486138608904,8.407738837146672,12.304937769817313
A,30,15,125,rbf,10.0,0.01,scale,3,2.7536373656355644,0.8985486138608904,8.407738837146672,12.304937769817313
A,30,15,125,rbf,10.0,0.01,0.01,2,2.746161789582102,0.8999126672929034,8.49746979367144,12.362046011928609
A,30,15,125,rbf,10.0,0.01,0.01,3,2.746161789582102,0.8999126672929034,8.49746979367144,12.362046011928609
A,30,15,125,rbf,10.0,0.1,scale,2,2.753251164209879,0.8985587291190388,8.407066587141804,12.304472261278445
A,30,15,125,rbf,10.0,0.1,scale,3,2.753251164209879,0.8985587291190388,8.407066587141804,12.304472261278445
A,30,15,125,rbf,10.0,0.1,0.01,2,2.7468657265852707,0.899879346057261,8.49811602420562,12.362679408348278
A,30,15,125,rbf,10.0,0.1,0.01,3,2.7468657265852707,0.899879346057261,8.49811602420562,12.362679408348278
A,30,15,125,linear,0.1,0.01,scale,2,4.019041257176408,0.8843919956203387,12.02235510133674,15.414899070719065
A,30,15,125,linear,0.1,0.01,scale,3,4.019041257176408,0.8843919956203387,12.02235510133674,15.414899070719065
A,30,15,125,linear,0.1,0.01,0.01,2,4.019041257176408,0.8843919956203387,12.02235510133674,15.414899070719065
A,30,15,125,linear,0.1,0.01,0.01,3,4.019041257176408,0.8843919956203387,12.02235510133674,15.414899070719065
A,30,15,125,linear,0.1,0.1,scale,2,4.016714965025878,0.8844047880059579,12.022426272663878,15.41424324629467
A,30,15,125,linear,0.1,0.1,scale,3,4.016714965025878,0.8844047880059579,12.022426272663878,15.41424324629467
A,30,15,125,linear,0.1,0.1,0.01,2,4.016714965025878,0.8844047880059579,12.022426272663878,15.41424324629467
A,30,15,125,linear,0.1,0.1,0.01,3,4.016714965025878,0.8844047880059579,12.022426272663878,15.41424324629467
A,30,15,125,linear,1.0,0.01,scale,2,4.023413915722344,0.8842972297173833,12.0178473318818,15.41687774281446
A,30,15,125,linear,1.0,0.01,scale,3,4.023413915722344,0.8842972297173833,12.0178473318818,15.41687774281446
A,30,15,125,linear,1.0,0.01,0.01,2,4.023413915722344,0.8842972297173833,12.0178473318818,15.41687774281446
A,30,15,125,linear,1.0,0.01,0.01,3,4.023413915722344,0.8842972297173833,12.0178473318818,15.41687774281446
A,30,15,125,linear,1.0,0.1,scale,2,4.02189830887715,0.8842959882413952,12.01863790538819,15.417055730908714
A,30,15,125,linear,1.0,0.1,scale,3,4.02189830887715,0.8842959882413952,12.01863790538819,15.417055730908714
A,30,15,125,linear,1.0,0.1,0.01,2,4.02189830887715,0.8842959882413952,12.01863790538819,15.417055730908714
A,30,15,125,linear,1.0,0.1,0.01,3,4.02189830887715,0.8842959882413952,12.01863790538819,15.417055730908714
A,30,15,125,linear,10.0,0.01,scale,2,4.023369610963592,0.884287480204071,12.017976485486573,15.417145902560506
A,30,15,125,linear,10.0,0.01,scale,3,4.023369610963592,0.884287480204071,12.017976485486573,15.417145902560506
A,30,15,125,linear,10.0,0.01,0.01,2,4.023369610963592,0.884287480204071,12.017976485486573,15.417145902560506
A,30,15,125,linear,10.0,0.01,0.01,3,4.023369610963592,0.884287480204071,12.017976485486573,15.417145902560506
A,30,15,125,linear,10.0,0.1,scale,2,4.022251890199547,0.8842851881375202,12.018240435860305,15.417178995785832
A,30,15,125,linear,10.0,0.1,scale,3,4.022251890199547,0.8842851881375202,12.018240435860305,15.417178995785832
A,30,15,125,linear,10.0,0.1,0.01,2,4.022251890199547,0.8842851881375202,12.018240435860305,15.417178995785832
A,30,15,125,linear,10.0,0.1,0.01,3,4.022251890199547,0.8842851881375202,12.018240435860305,15.417178995785832
A,30,15,125,poly,0.1,0.01,scale,2,91.08694557477388,0.6969845755446851,24.08813897924868,28.41988598921514
A,30,15,125,poly,0.1,0.01,scale,3,109.22608459780486,0.8528764963533877,21.393386594157544,26.41591657967441
A,30,15,125,poly,0.1,0.01,0.01,2,53.98635628186137,0.6704494344770601,26.48039128251849,30.911606798421467
A,30,15,125,poly,0.1,0.01,0.01,3,99.77565357235856,0.8515033825647365,23.86977759862181,29.62094184098232
A,30,15,125,poly,0.1,0.1,scale,2,91.12817583596032,0.6969899256976793,24.089564892670744,28.424498905604896
A,30,15,125,poly,0.1,0.1,scale,3,109.29676852021582,0.8528825830041379,21.39332861644139,26.417375841142807
A,30,15,125,poly,0.1,0.1,0.01,2,53.92885591685644,0.670447242253967,26.47922896198064,30.907802838078915
A,30,15,125,poly,0.1,0.1,0.01,3,99.36120614044786,0.8515014690336367,23.870310442161763,29.620691544654164
A,30,15,125,poly,1.0,0.01,scale,2,544.4239961386115,0.7416530095102132,21.30660018144092,26.621000289313123
A,30,15,125,poly,1.0,0.01,scale,3,43.19464449622586,0.8613826903487644,17.572919556387298,21.557560357837858
A,30,15,125,poly,1.0,0.01,0.01,2,172.60858107551633,0.7203532865040355,22.627605173923435,27.260313860688207
A,30,15,125,poly,1.0,0.01,0.01,3,87.38040634130788,0.8546804729550548,20.87800860375292,25.71035686103739
A,30,15,125,poly,1.0,0.1,scale,2,543.9725367187358,0.7417113708114628,21.304682210679957,26.620872282337945
A,30,15,125,poly,1.0,0.1,scale,3,42.70793467180546,0.8613925995502358,17.571834941268733,21.554762081528207
A,30,15,125,poly,1.0,0.1,0.01,2,172.38163693663083,0.7203282772105251,22.626394647310583,27.26138278296457
A,30,15,125,poly,1.0,0.1,0.01,3,88.37859393698446,0.8546679580263549,20.87844760771285,25.713043795832995
A,30,15,125,poly,10.0,0.01,scale,2,698.7440037742081,0.7446395741131054,20.939781837635927,26.85582279167153
A,30,15,125,poly,10.0,0.01,scale,3,136.3232619179016,0.8617301581897653,15.267308098125527,19.05720034426319
A,30,15,125,poly,10.0,0.01,0.01,2,613.6671450083154,0.7467004039383207,20.930880858322205,26.59199756484876
A,30,15,125,poly,10.0,0.01,0.01,3,46.189966596563,0.8621522767472506,17.023684008305732,20.88963549542053
A,30,15,125,poly,10.0,0.1,scale,2,697.6492042851604,0.7446763167374809,20.936530356422637,26.85194465540736
A,30,15,125,poly,10.0,0.1,scale,3,136.9368830689636,0.8617333239290105,15.26918108783322,19.05878205018837
A,30,15,125,poly,10.0,0.1,0.01,2,613.7478133381521,0.7467392564829133,20.92661932278593,26.59009637245348
A,30,15,125,poly,10.0,0.1,0.01,3,46.00855410384583,0.8621633254560838,17.021614050946116,20.88842509322793
A,30,15,130,rbf,0.1,0.01,scale,2,4.3155781093195165,0.8777704880401419,10.442895381109905,14.559995463129122
A,30,15,130,rbf,0.1,0.01,scale,3,4.3155781093195165,0.8777704880401419,10.442895381109905,14.559995463129122
A,30,15,130,rbf,0.1,0.01,0.01,2,4.050307291026401,0.8841364369394069,10.184418320056308,14.196206470773154
A,30,15,130,rbf,0.1,0.01,0.01,3,4.050307291026401,0.8841364369394069,10.184418320056308,14.196206470773154
A,30,15,130,rbf,0.1,0.1,scale,2,4.31335569114523,0.8778009142807408,10.44219698100478,14.558727951608835
A,30,15,130,rbf,0.1,0.1,scale,3,4.31335569114523,0.8778009142807408,10.44219698100478,14.558727951608835
A,30,15,130,rbf,0.1,0.1,0.01,2,4.050719379401156,0.884146192367429,10.183153015935977,14.195875165468014
A,30,15,130,rbf,0.1,0.1,0.01,3,4.050719379401156,0.884146192367429,10.183153015935977,14.195875165468014
A,30,15,130,rbf,1.0,0.01,scale,2,3.0925458215179127,0.8941117125154333,8.450038111565583,12.70100669096838
A,30,15,130,rbf,1.0,0.01,scale,3,3.0925458215179127,0.8941117125154333,8.450038111565583,12.70100669096838
A,30,15,130,rbf,1.0,0.01,0.01,2,3.207794881804593,0.895316617414409,8.624347756935745,12.872268874325025
A,30,15,130,rbf,1.0,0.01,0.01,3,3.207794881804593,0.895316617414409,8.624347756935745,12.872268874325025
A,30,15,130,rbf,1.0,0.1,scale,2,3.0941038439103337,0.8941253143137875,8.449771879858584,12.701286735939664
A,30,15,130,rbf,1.0,0.1,scale,3,3.0941038439103337,0.8941253143137875,8.449771879858584,12.701286735939664
A,30,15,130,rbf,1.0,0.1,0.01,2,3.2052426462693333,0.8953447075163892,8.625157308320247,12.870991461702008
A,30,15,130,rbf,1.0,0.1,0.01,3,3.2052426462693333,0.8953447075163892,8.625157308320247,12.870991461702008
A,30,15,130,rbf,10.0,0.01,scale,2,2.9993964950168257,0.8972161228863657,8.073565049812585,12.43896054474688
A,30,15,130,rbf,10.0,0.01,scale,3,2.9993964950168257,0.8972161228863657,8.073565049812585,12.43896054474688
A,30,15,130,rbf,10.0,0.01,0.01,2,2.9927467446931724,0.898145504064988,8.175305694195313,12.496228502370744
A,30,15,130,rbf,10.0,0.01,0.01,3,2.9927467446931724,0.898145504064988,8.175305694195313,12.496228502370744
A,30,15,130,rbf,10.0,0.1,scale,2,2.9984538094132502,0.8971976865929241,8.071422817884756,12.437394412152468
A,30,15,130,rbf,10.0,0.1,scale,3,2.9984538094132502,0.8971976865929241,8.071422817884756,12.437394412152468
A,30,15,130,rbf,10.0,0.1,0.01,2,2.992648757445377,0.8981988621685453,8.173915120784907,12.49314588847619
A,30,15,130,rbf,10.0,0.1,0.01,3,2.992648757445377,0.8981988621685453,8.173915120784907,12.49314588847619
A,30,15,130,linear,0.1,0.01,scale,2,4.40145858757169,0.8827775657432394,11.709164416259236,15.405255630840603
A,30,15,130,linear,0.1,0.01,scale,3,4.40145858757169,0.8827775657432394,11.709164416259236,15.405255630840603
A,30,15,130,linear,0.1,0.01,0.01,2,4.40145858757169,0.8827775657432394,11.709164416259236,15.405255630840603
A,30,15,130,linear,0.1,0.01,0.01,3,4.40145858757169,0.8827775657432394,11.709164416259236,15.405255630840603
A,30,15,130,linear,0.1,0.1,scale,2,4.40426643598618,0.8827666622958905,11.70982730358298,15.406773098188475
A,30,15,130,linear,0.1,0.1,scale,3,4.40426643598618,0.8827666622958905,11.70982730358298,15.406773098188475
A,30,15,130,linear,0.1,0.1,0.01,2,4.40426643598618,0.8827666622958905,11.70982730358298,15.406773098188475
A,30,15,130,linear,0.1,0.1,0.01,3,4.40426643598618,0.8827666622958905,11.70982730358298,15.406773098188475
A,30,15,130,linear,1.0,0.01,scale,2,4.416341393288269,0.8826489273764097,11.704879057906462,15.410442740307454
A,30,15,130,linear,1.0,0.01,scale,3,4.416341393288269,0.8826489273764097,11.704879057906462,15.410442740307454
A,30,15,130,linear,1.0,0.01,0.01,2,4.416341393288269,0.8826489273764097,11.704879057906462,15.410442740307454
A,30,15,130,linear,1.0,0.01,0.01,3,4.416341393288269,0.8826489273764097,11.704879057906462,15.410442740307454
A,30,15,130,linear,1.0,0.1,scale,2,4.413225191449808,0.8826570122349479,11.704015855044366,15.408733906000087
A,30,15,130,linear,1.0,0.1,scale,3,4.413225191449808,0.8826570122349479,11.704015855044366,15.408733906000087
A,30,15,130,linear,1.0,0.1,0.01,2,4.413225191449808,0.8826570122349479,11.704015855044366,15.408733906000087
A,30,15,130,linear,1.0,0.1,0.01,3,4.413225191449808,0.8826570122349479,11.704015855044366,15.408733906000087
A,30,15,130,linear,10.0,0.01,scale,2,4.418021519514082,0.8826321877280492,11.704982402866833,15.411389280655596
A,30,15,130,linear,10.0,0.01,scale,3,4.418021519514082,0.8826321877280492,11.704982402866833,15.411389280655596
A,30,15,130,linear,10.0,0.01,0.01,2,4.418021519514082,0.8826321877280492,11.704982402866833,15.411389280655596
A,30,15,130,linear,10.0,0.01,0.01,3,4.418021519514082,0.8826321877280492,11.704982402866833,15.411389280655596
A,30,15,130,linear,10.0,0.1,scale,2,4.413424305446839,0.8826507952634806,11.703177172926882,15.408578201918894
A,30,15,130,linear,10.0,0.1,scale,3,4.413424305446839,0.8826507952634806,11.703177172926882,15.408578201918894
A,30,15,130,linear,10.0,0.1,0.01,2,4.413424305446839,0.8826507952634806,11.703177172926882,15.408578201918894
A,30,15,130,linear,10.0,0.1,0.01,3,4.413424305446839,0.8826507952634806,11.703177172926882,15.408578201918894
A,30,15,130,poly,0.1,0.01,scale,2,91.08697890681805,0.696984220073358,24.08814760835236,28.41989295160244
