feature_set,window_size,n_components,clipping_threshold,link_type,alpha,alpha_reg,l1_ratio,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,15,15,115,log,0.5,0.1,0.5,7.036111396857112,0.8733951906001334,16.7181318708461,21.646804735657675
A,15,15,115,log,0.5,0.1,1.0,5.427425432771176,0.8715758740632829,14.956544455596426,19.20720929684503
A,15,15,115,log,0.5,0.5,0.0,73.2682831885394,0.8751832812605468,42.2307123345623,47.379825229641575
A,15,15,115,log,0.5,0.5,0.5,38.8667934932228,0.8693530501397824,34.103255793189014,39.6364118328137
A,15,15,115,log,0.5,0.5,1.0,13.99324077919654,0.8503268869985565,22.166966645033035,28.214296194116486
A,15,15,115,log,1.0,0.0,0.0,4.997180663811099,0.8732944268092778,13.7282657465199,17.605079780620436
A,15,15,115,log,1.0,0.0,0.5,4.997180663811099,0.8732944268092778,13.7282657465199,17.605079780620436
A,15,15,115,log,1.0,0.1,0.0,19.062913306647168,0.8748107974377801,25.806282715216128,31.466318200014577
A,15,15,115,log,1.0,0.0,1.0,4.997180663811099,0.8732944268092778,13.7282657465199,17.605079780620436
A,15,15,115,log,1.0,0.1,1.0,6.652768113693606,0.8674436291770184,16.554749008986082,21.305003891924695
A,15,15,115,log,1.0,0.1,0.5,11.638426793279189,0.8726228929292656,20.883020463241817,26.445363922757537
A,15,15,115,log,1.0,0.5,0.0,203.63506269937497,0.875083172977684,55.02086392762287,60.19041362041132
A,15,15,115,log,1.0,0.5,0.5,114.66192823422895,0.8636359226770981,47.44667198311815,52.79607534444368
A,15,15,115,log,1.0,0.5,1.0,32.74403823755889,0.8488863810222085,31.79767178954227,37.627383766360715
A,15,15,115,log,1.5,0.0,0.0,5.011651738082322,0.8731937554967469,13.7333562850665,17.617779853938003
A,15,15,115,log,1.5,0.0,0.5,5.011651738082322,0.8731937554967469,13.7333562850665,17.617779853938003
A,15,15,115,log,1.5,0.0,1.0,5.011651738082322,0.8731937554967469,13.7333562850665,17.617779853938003
A,15,15,115,log,1.5,0.1,0.0,32.67014171090371,0.8748013463613313,32.07906059173598,37.578484110372116
A,15,15,115,log,1.5,0.1,0.5,18.269977264676836,0.8715969784677613,25.330419903091972,31.09365159799044
A,15,15,115,log,1.5,0.1,1.0,8.530246511808892,0.8612140020634751,18.33850485237594,23.614683975518354
