feature_set,window_size,n_components,clipping_threshold,distribution,method,tdf,confidence_threshold,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,15,125,t,aic,5,0.5,3806.8610411506006,0.564063947366489,29.926981579723094,46.171152045911114
A,20,15,125,t,aic,5,0.95,4730.071701266302,0.5569751337177449,30.899449698324037,47.35494602855847
A,20,20,115,gamma,em,3,0.3,3728.4544484199273,0.568860935684419,33.924708051030116,46.37431917867398
A,20,20,115,gamma,em,3,0.5,4044.8780131086414,0.5657962019848651,34.31747281260641,46.85657224286248
A,20,20,115,gamma,em,3,0.95,4978.380437450696,0.5586108219541635,35.287514065128015,48.02296288102248
A,20,20,115,gamma,em,5,0.3,3728.4544484199273,0.568860935684419,33.924708051030116,46.37431917867398
A,20,20,115,gamma,em,5,0.5,4044.8780131086414,0.5657962019848651,34.31747281260641,46.85657224286248
A,20,20,115,gamma,em,5,0.95,4978.380437450696,0.5586108219541635,35.287514065128015,48.02296288102248
A,20,20,115,gamma,aic,3,0.3,3703.5347495470473,0.5695593736859378,33.90016820050953,46.329631839218585
A,20,20,115,gamma,aic,3,0.5,4004.4708710798645,0.5664235684804335,34.282246562770766,46.80580053004976
A,20,20,115,gamma,aic,3,0.95,4963.329217544668,0.558751494988992,35.25225124734562,47.989529889228955
A,20,20,115,gamma,aic,5,0.3,3703.5347495470473,0.5695593736859378,33.90016820050953,46.329631839218585
A,20,20,115,gamma,aic,5,0.5,4004.4708710798645,0.5664235684804335,34.282246562770766,46.80580053004976
A,20,20,115,gamma,aic,5,0.95,4963.329217544668,0.558751494988992,35.25225124734562,47.989529889228955
A,20,20,115,gaussian,em,3,0.3,4901.534630339636,0.5602274526728219,34.88854430361496,47.57516374228762
A,20,20,115,gaussian,em,3,0.5,5175.324319462514,0.5578709011816549,35.16669780887114,47.93022763704497
A,20,20,115,gaussian,em,3,0.95,5776.013171079952,0.5534514579613239,35.770881087284785,48.65389875243595
A,20,20,115,gaussian,em,5,0.3,4901.534630339636,0.5602274526728219,34.88854430361496,47.57516374228762
A,20,20,115,gaussian,em,5,0.5,5175.324319462514,0.5578709011816549,35.16669780887114,47.93022763704497
A,20,20,115,gaussian,em,5,0.95,5776.013171079952,0.5534514579613239,35.770881087284785,48.65389875243595
A,20,20,115,gaussian,aic,3,0.3,3558.6953599067638,0.5708796059163103,33.720660450576005,46.114213840963465
A,20,20,115,gaussian,aic,3,0.5,3812.588834786802,0.5683074876467664,34.12879487907715,46.60100020930584
A,20,20,115,gaussian,aic,3,0.95,4874.487851500301,0.5594425550197193,35.17971711335146,47.89113693930375
A,20,20,115,gaussian,aic,5,0.3,3558.6953599067638,0.5708796059163103,33.720660450576005,46.114213840963465
A,20,20,115,gaussian,aic,5,0.5,3812.588834786802,0.5683074876467664,34.12879487907715,46.60100020930584
A,20,20,115,gaussian,aic,5,0.95,4874.487851500301,0.5594425550197193,35.17971711335146,47.89113693930375
A,20,20,115,t,em,3,0.3,3609.6175002104574,0.5705949631989644,33.75364077529397,46.16150850246066
A,20,20,115,t,em,3,0.5,3906.5700421848114,0.567172393578265,34.17526763489617,46.68341993633918
A,20,20,115,t,em,3,0.95,4829.123455028153,0.5598015621443126,35.169455804209626,47.87380708087651
A,20,20,115,t,em,5,0.3,3488.557106888141,0.5717448470684457,33.64841857197496,46.02404078881379
A,20,20,115,t,em,5,0.5,3826.8401709829295,0.5679026572311286,34.10831343745812,46.587519409896665
A,20,20,115,t,em,5,0.95,4775.960151254239,0.5601165717603329,35.127547740566484,47.819554406037014
A,20,20,115,t,aic,3,0.3,3609.6175002104574,0.5705949631989644,33.75364077529397,46.16150850246066
A,20,20,115,t,aic,3,0.5,3906.5700421848114,0.567172393578265,34.17526763489617,46.68341993633918
A,20,20,115,t,aic,3,0.95,4829.123455028153,0.5598015621443126,35.169455804209626,47.87380708087651
A,20,20,115,t,aic,5,0.3,3488.557106888141,0.5717448470684457,33.64841857197496,46.02404078881379
A,20,20,115,t,aic,5,0.5,3826.8401709829295,0.5679026572311286,34.10831343745812,46.587519409896665
A,20,20,115,t,aic,5,0.95,4775.960151254239,0.5601165717603329,35.127547740566484,47.819554406037014
A,20,20,120,gamma,em,3,0.3,3728.0099441747925,0.5665914163192735,31.745543152378012,46.03235354924233
A,20,20,120,gamma,em,3,0.5,4044.4335088635053,0.5636322943280098,32.1383079139543,46.51806206618537
A,20,20,120,gamma,em,3,0.95,4977.935933205561,0.556696663250318,33.10834916647591,47.6927061244128
A,20,20,120,gamma,em,5,0.3,3728.0099441747925,0.5665914163192735,31.745543152378012,46.03235354924233
